BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,STOCK_SELL_VALUE,CURRENCY,DATE,Quantity_KT_Inventory
2024-12-31,CHINA-WAREHOUSE,MAT-0198,2691,123481,CNY,2024-12-31,0.039325
2024-12-31,CHINA-WAREHOUSE,MAT-0198,1939,531053,CNY,2024-12-31,0.169125
2024-12-31,CHINA-WAREHOUSE,MAT-0198,6970,164850,CNY,2024-12-31,0.0525
2024-12-31,CHINA-WAREHOUSE,MAT-0198,4731,115866,CNY,2024-12-31,0.0369
2024-12-31,CHINA-WAREHOUSE,MAT-0198,4801K,142949,CNY,2024-12-31,0.045525
2024-12-31,CHINA-WAREHOUSE,MAT-0198,3579,362592,CNY,2024-12-31,0.115475
2024-12-31,CHINA-WAREHOUSE,MAT-0198,7464,453259,CNY,2024-12-31,0.14435
2024-12-31,CHINA-WAREHOUSE,MAT-0198,3419,589771,CNY,2024-12-31,0.187825
2024-12-31,CHINA-WAREHOUSE,MAT-0198,9719,375073,CNY,2024-12-31,0.11945
2024-12-31,CHINA-WAREHOUSE,MAT-0198,9032,62565,CNY,2024-12-31,0.019925
2024-12-31,CHINA-WAREHOUSE,MAT-0198,3898,224039,CNY,2024-12-31,0.07135
2024-12-31,CHINA-WAREHOUSE,MAT-0198,8514,446430,CNY,2024-12-31,0.142175
2024-12-31,CHINA-WAREHOUSE,MAT-0198,8990,142085,CNY,2024-12-31,0.04525
2024-12-31,CHINA-WAREHOUSE,MAT-0198,6311,336608,CNY,2024-12-31,0.1072
2024-12-31,CHINA-WAREHOUSE,MAT-0198,8520,266665,CNY,2024-12-31,0.084925
2024-12-31,CHINA-WAREHOUSE,MAT-0198,9090,366988,CNY,2024-12-31,0.116875
2024-12-31,CHINA-WAREHOUSE,MAT-0198,7876,43175,CNY,2024-12-31,0.01375
2024-12-31,CHINA-WAREHOUSE,MAT-0100,R5080A,151,CNY,2024-12-31,2.5e-05
2024-12-31,CHINA-WAREHOUSE,MAT-0100,SCRAP,49053,CNY,2024-12-31,0.008121
2024-12-31,CHINA-WAREHOUSE,MAT-0095,SCRAP,2556,CNY,2024-12-31,0.001852
2024-12-31,CHINA-WAREHOUSE,MAT-0260,8509A,2244,CNY,2024-12-31,0.0006
2024-12-31,CHINA-WAREHOUSE,MAT-0204,4880A,35904,CNY,2024-12-31,0.0096
2024-12-31,CHINA-WAREHOUSE,MAT-0204,8331A,2244,CNY,2024-12-31,0.0006
2024-12-31,CHINA-WAREHOUSE,MAT-0052,4755A,26928,CNY,2024-12-31,0.0072
2024-12-31,CHINA-WAREHOUSE,MAT-0052,5912A,273768,CNY,2024-12-31,0.0732
2024-12-31,CHINA-WAREHOUSE,MAT-0052,6761A,291720,CNY,2024-12-31,0.078
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P3205A,356,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P4131A,534,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P5801A,534,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P7905A,534,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P1110A,534,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P9149A,1958,CNY,2024-12-31,0.0002
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P4232A,534,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P6758A,534,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P3582A,104308,CNY,2024-12-31,0.01465
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P2089A,1815066,CNY,2024-12-31,0.254925
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P8395A,239944,CNY,2024-12-31,0.033625
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P3317A,534,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P7595A,53400,CNY,2024-12-31,0.0075
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P6884A,662160,CNY,2024-12-31,0.093
2024-12-31,CHINA-WAREHOUSE,MAT-0313,P7592A,396,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0313,P8966A,396,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0313,P5038A,396,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0313,P3217A,189288,CNY,2024-12-31,0.0478
2024-12-31,CHINA-WAREHOUSE,MAT-0199,SCRAP,122608,CNY,2024-12-31,0.008544
2024-12-31,CHINA-WAREHOUSE,MAT-0199,T2455A,16861,CNY,2024-12-31,0.001175
2024-12-31,CHINA-WAREHOUSE,MAT-0199,T5551A,9328,CNY,2024-12-31,0.00065
2024-12-31,CHINA-WAREHOUSE,MAT-0199,T7421A,15068,CNY,2024-12-31,0.00105
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V8051A,11839,CNY,2024-12-31,0.000825
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V2061A,9686,CNY,2024-12-31,0.000675
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V4761A,7534,CNY,2024-12-31,0.000525
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V2724A,1794,CNY,2024-12-31,0.000125
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V6816A,14350,CNY,2024-12-31,0.001
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V3118A,9328,CNY,2024-12-31,0.00065
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V2011A,4664,CNY,2024-12-31,0.000325
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V4008A,18655,CNY,2024-12-31,0.0013
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V3640A,19014,CNY,2024-12-31,0.001325
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V6558A,21525,CNY,2024-12-31,0.0015
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V6789A,10404,CNY,2024-12-31,0.000725
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V3262A,2153,CNY,2024-12-31,0.00015
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V9383A,1794,CNY,2024-12-31,0.000125
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V9606A,21166,CNY,2024-12-31,0.001475
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V2440A,10763,CNY,2024-12-31,0.00075
2024-12-31,CHINA-WAREHOUSE,MAT-0142,V2189A,266,CNY,2024-12-31,2.5e-05
2024-12-31,CHINA-WAREHOUSE,MAT-0142,V2885A,15665,CNY,2024-12-31,0.001475
2024-12-31,CHINA-WAREHOUSE,MAT-0142,V9174A,1813365,CNY,2024-12-31,0.17075
2024-12-31,CHINA-WAREHOUSE,MAT-0142,V2012A,2704649,CNY,2024-12-31,0.254675
2024-12-31,CHINA-WAREHOUSE,MAT-0142,V1405A,1879740,CNY,2024-12-31,0.177
2024-12-31,CHINA-WAREHOUSE,MAT-0142,V5205A,3807270,CNY,2024-12-31,0.3585
2024-12-31,CHINA-WAREHOUSE,MAT-0143,V5971A,844290,CNY,2024-12-31,0.0795
2024-12-31,CHINA-WAREHOUSE,MAT-0143,V1824A,1529280,CNY,2024-12-31,0.144
2024-12-31,CHINA-WAREHOUSE,MAT-0143,V3953A,3191310,CNY,2024-12-31,0.3005
2024-12-31,CHINA-WAREHOUSE,MAT-0143,V9646A,3948782,CNY,2024-12-31,0.371825
2024-12-31,CHINA-WAREHOUSE,MAT-0143,V9165A,812430,CNY,2024-12-31,0.0765
2024-12-31,CHINA-WAREHOUSE,MAT-0314,V8180A,283813,CNY,2024-12-31,0.02375
2024-12-31,CHINA-WAREHOUSE,MAT-0314,V5892A,3884,CNY,2024-12-31,0.000325
2024-12-31,CHINA-WAREHOUSE,MAT-0314,V4671A,1203963,CNY,2024-12-31,0.10075
2024-12-31,CHINA-WAREHOUSE,MAT-0314,V9257A,3206783,CNY,2024-12-31,0.26835
2024-12-31,CHINA-WAREHOUSE,MAT-0314,V2794A,2634975,CNY,2024-12-31,0.2205
2024-12-31,CHINA-WAREHOUSE,MAT-0314,V1951A,412275,CNY,2024-12-31,0.0345
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V2131A,15930,CNY,2024-12-31,0.0015
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V8193A,541620,CNY,2024-12-31,0.051
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V9124A,3121218,CNY,2024-12-31,0.2939
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V2376A,3520265,CNY,2024-12-31,0.331475
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V7426A,1959125,CNY,2024-12-31,0.184475
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V2653A,1338120,CNY,2024-12-31,0.126
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V3126A,1288206,CNY,2024-12-31,0.1213
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V8615A,3169274,CNY,2024-12-31,0.298425
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V9651A,1909476,CNY,2024-12-31,0.1798
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V4358A,700655,CNY,2024-12-31,0.065975
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V8133A,2564730,CNY,2024-12-31,0.2415
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V5871A,589410,CNY,2024-12-31,0.0555
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V9546A,1830357,CNY,2024-12-31,0.17235
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V9852A,2708100,CNY,2024-12-31,0.255
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V8048A,12363,CNY,2024-12-31,0.00115
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V5531A,1032000,CNY,2024-12-31,0.096
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V4246A,1336494,CNY,2024-12-31,0.124325
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V7882A,16125,CNY,2024-12-31,0.0015
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V6724A,2448313,CNY,2024-12-31,0.22775
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V1264A,4674369,CNY,2024-12-31,0.434825
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V4043A,2845525,CNY,2024-12-31,0.2647
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V3815A,1804119,CNY,2024-12-31,0.167825
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V5394A,16125,CNY,2024-12-31,0.0015
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V3074A,16125,CNY,2024-12-31,0.0015
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V2283A,1644750,CNY,2024-12-31,0.153
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V6628A,2723781,CNY,2024-12-31,0.253375
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V7613A,4785631,CNY,2024-12-31,0.445175
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V9746A,6172919,CNY,2024-12-31,0.574225
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V6047A,2045456,CNY,2024-12-31,0.190275
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V8787A,6074825,CNY,2024-12-31,0.5651
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V7991A,3639413,CNY,2024-12-31,0.33855
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V3605A,1354500,CNY,2024-12-31,0.126
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V8543A,1386750,CNY,2024-12-31,0.129
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V9037A,1435125,CNY,2024-12-31,0.1335
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V3605A,3773250,CNY,2024-12-31,0.351
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V1821A,2105,CNY,2024-12-31,0.000175
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V1214A,36090,CNY,2024-12-31,0.003
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V7566A,18045,CNY,2024-12-31,0.0015
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V3227A,1120595,CNY,2024-12-31,0.09315
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V4612A,3354265,CNY,2024-12-31,0.278825
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V2803A,415035,CNY,2024-12-31,0.0345
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V2774A,2345549,CNY,2024-12-31,0.194975
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V9872A,3121785,CNY,2024-12-31,0.2595
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V3121A,2716675,CNY,2024-12-31,0.225825
2024-12-31,CHINA-WAREHOUSE,MAT-0201,V9437A,47790,CNY,2024-12-31,0.0045
2024-12-31,CHINA-WAREHOUSE,MAT-0201,V4294A,1017927,CNY,2024-12-31,0.09585
2024-12-31,CHINA-WAREHOUSE,MAT-0201,V4264A,1146960,CNY,2024-12-31,0.108
2024-12-31,CHINA-WAREHOUSE,MAT-0319,S6664A,7166,CNY,2024-12-31,0.000975
2024-12-31,CHINA-WAREHOUSE,MAT-0319,S8711A,3263400,CNY,2024-12-31,0.444
2024-12-31,CHINA-WAREHOUSE,MAT-0319,S2051A,5113028,CNY,2024-12-31,0.69565
2024-12-31,CHINA-WAREHOUSE,MAT-0163,E2075A,2846,CNY,2024-12-31,0.000375
2024-12-31,CHINA-WAREHOUSE,MAT-0176,T3711A,934920,CNY,2024-12-31,0.0735
2024-12-31,CHINA-WAREHOUSE,MAT-0176,T6495A,324360,CNY,2024-12-31,0.0255
2024-12-31,CHINA-WAREHOUSE,MAT-0398,SCRAP,25086,CNY,2024-12-31,0.009761
2024-12-31,CHINA-WAREHOUSE,MAT-0315,M8779A,262322,CNY,2024-12-31,0.086575
2024-12-31,CHINA-WAREHOUSE,MAT-0315,M2413B,12499,CNY,2024-12-31,0.004125
2024-12-31,CHINA-WAREHOUSE,MAT-0315,M2708A,58328,CNY,2024-12-31,0.01925
2024-12-31,CHINA-WAREHOUSE,MAT-0315,M4905A,16665,CNY,2024-12-31,0.0055
2024-12-31,CHINA-WAREHOUSE,MAT-0315,M6857C,2121,CNY,2024-12-31,0.0007
2024-12-31,CHINA-WAREHOUSE,MAT-0315,M8607B,29088,CNY,2024-12-31,0.0096
2024-12-31,CHINA-WAREHOUSE,MAT-0290,V6100A,354445,CNY,2024-12-31,0.0247
2024-12-31,CHINA-WAREHOUSE,MAT-0146,S4114A,61674,CNY,2024-12-31,0.013525
2024-12-31,CHINA-WAREHOUSE,MAT-0146,S2470A,1184688,CNY,2024-12-31,0.2598
2024-12-31,CHINA-WAREHOUSE,MAT-0049,S9549A,650028,CNY,2024-12-31,0.14255
2024-12-31,CHINA-WAREHOUSE,MAT-0286,V6032A,276300,CNY,2024-12-31,0.015
2024-12-31,CHINA-WAREHOUSE,MAT-0286,V7115A,221040,CNY,2024-12-31,0.012
2024-12-31,CHINA-WAREHOUSE,MAT-0013,V2524A,13169,CNY,2024-12-31,0.001225
2024-12-31,CHINA-WAREHOUSE,MAT-0013,V2475A,269,CNY,2024-12-31,2.5e-05
2024-12-31,CHINA-WAREHOUSE,MAT-0013,V7681A,177913,CNY,2024-12-31,0.01655
2024-12-31,CHINA-WAREHOUSE,MAT-0013,V9936A,548250,CNY,2024-12-31,0.051
2024-12-31,CHINA-WAREHOUSE,MAT-0147,V4625A,263,CNY,2024-12-31,0.000525
2024-12-31,CHINA-WAREHOUSE,MAT-0147,V7879A,36813,CNY,2024-12-31,0.073625
2024-12-31,CHINA-WAREHOUSE,MAT-0147,V1813A,6750,CNY,2024-12-31,0.0135
2024-12-31,CHINA-WAREHOUSE,MAT-0147,V1813A,76500,CNY,2024-12-31,0.153
2024-12-31,CHINA-WAREHOUSE,MAT-0003,3466,36426,CNY,2024-12-31,0.039168
2024-12-31,CHINA-WAREHOUSE,MAT-0003,5422,54639,CNY,2024-12-31,0.058752
2024-12-31,CHINA-WAREHOUSE,MAT-0003,5541,11383,CNY,2024-12-31,0.01224
2024-12-31,CHINA-WAREHOUSE,MAT-0003,4443,6830,CNY,2024-12-31,0.007344
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M2836B,25080,CNY,2024-12-31,0.0055
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M1176A,43890,CNY,2024-12-31,0.009625
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M6238B,56430,CNY,2024-12-31,0.012375
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M9918A,194370,CNY,2024-12-31,0.042625
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M3685B,31350,CNY,2024-12-31,0.006875
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M1484A,413820,CNY,2024-12-31,0.09075
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M2940B,231990,CNY,2024-12-31,0.050875
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M9027B,6270,CNY,2024-12-31,0.001375
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M1036B,12540,CNY,2024-12-31,0.00275
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M9354A,6270,CNY,2024-12-31,0.001375
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M8907B,294690,CNY,2024-12-31,0.064625
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M8553A,407550,CNY,2024-12-31,0.089375
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M2348B,382470,CNY,2024-12-31,0.083875
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M9667A,263340,CNY,2024-12-31,0.05775
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M6300B,106590,CNY,2024-12-31,0.023375
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M6456A,369930,CNY,2024-12-31,0.081125
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M2840B,382470,CNY,2024-12-31,0.083875
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M9194A,37620,CNY,2024-12-31,0.00825
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M7006A,150480,CNY,2024-12-31,0.033
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M9557B,376200,CNY,2024-12-31,0.0825
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M1200A,56430,CNY,2024-12-31,0.012375
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M1890A,87780,CNY,2024-12-31,0.01925
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M3165B,125400,CNY,2024-12-31,0.0275
2024-12-31,CHINA-WAREHOUSE,MAT-0321,S9101A,148654,CNY,2024-12-31,0.020225
2024-12-31,CHINA-WAREHOUSE,MAT-0382,R2713A,171806,CNY,2024-12-31,0.023375
2024-12-31,CHINA-WAREHOUSE,MAT-0382,S6932A,3308,CNY,2024-12-31,0.00045
2024-12-31,CHINA-WAREHOUSE,MAT-0382,S1036A,9555,CNY,2024-12-31,0.0013
2024-12-31,CHINA-WAREHOUSE,MAT-0382,R3890A,727650,CNY,2024-12-31,0.099
2024-12-31,CHINA-WAREHOUSE,MAT-0053,R6419A,472288,CNY,2024-12-31,0.062225
2024-12-31,CHINA-WAREHOUSE,MAT-0053,S9350A,615549,CNY,2024-12-31,0.0811
2024-12-31,CHINA-WAREHOUSE,MAT-0264,R5001A,10436,CNY,2024-12-31,0.001375
2024-12-31,CHINA-WAREHOUSE,MAT-0264,R1479A,10436,CNY,2024-12-31,0.001375
2024-12-31,CHINA-WAREHOUSE,MAT-0264,R1886A,3985,CNY,2024-12-31,0.000525
2024-12-31,CHINA-WAREHOUSE,MAT-0264,S9841A,759,CNY,2024-12-31,0.0001
2024-12-31,CHINA-WAREHOUSE,MAT-0264,S3048A,20873,CNY,2024-12-31,0.00275
2024-12-31,CHINA-WAREHOUSE,MAT-0264,S9612A,938504,CNY,2024-12-31,0.12365
2024-12-31,CHINA-WAREHOUSE,MAT-0097,E4406A,147626,CNY,2024-12-31,0.01945
2024-12-31,CHINA-WAREHOUSE,MAT-0097,E8903A,4320228,CNY,2024-12-31,0.5692
2024-12-31,CHINA-WAREHOUSE,MAT-0097,E8903A,1127115,CNY,2024-12-31,0.1485
2024-12-31,CHINA-WAREHOUSE,MAT-0265,E9478A,1143434,CNY,2024-12-31,0.15065
2024-12-31,CHINA-WAREHOUSE,MAT-0265,E9747A,3308291,CNY,2024-12-31,0.435875
2024-12-31,CHINA-WAREHOUSE,MAT-0265,E5650A,2253851,CNY,2024-12-31,0.29695
2024-12-31,CHINA-WAREHOUSE,MAT-0265,E8318A,1127115,CNY,2024-12-31,0.1485
2024-12-31,CHINA-WAREHOUSE,MAT-0266,E9836A,20873,CNY,2024-12-31,0.00275
2024-12-31,CHINA-WAREHOUSE,MAT-0266,E6196A,5123,CNY,2024-12-31,0.000675
2024-12-31,CHINA-WAREHOUSE,MAT-0266,E2803A,563558,CNY,2024-12-31,0.07425
2024-12-31,CHINA-WAREHOUSE,MAT-0266,E1548A,375705,CNY,2024-12-31,0.0495
2024-12-31,CHINA-WAREHOUSE,MAT-0316,E2093A,5313,CNY,2024-12-31,0.0007
2024-12-31,CHINA-WAREHOUSE,MAT-0316,E3063A,10247,CNY,2024-12-31,0.00135
2024-12-31,CHINA-WAREHOUSE,MAT-0101,E4752A,185006,CNY,2024-12-31,0.024375
2024-12-31,CHINA-WAREHOUSE,MAT-0101,E9719A,187853,CNY,2024-12-31,0.02475
2024-12-31,CHINA-WAREHOUSE,MAT-0153,E2176A,1139,CNY,2024-12-31,0.00015
2024-12-31,CHINA-WAREHOUSE,MAT-0153,E9979A,4934,CNY,2024-12-31,0.00065
2024-12-31,CHINA-WAREHOUSE,MAT-0153,E8084A,20873,CNY,2024-12-31,0.00275
2024-12-31,CHINA-WAREHOUSE,MAT-0086,E2769A,6641,CNY,2024-12-31,0.000875
2024-12-31,CHINA-WAREHOUSE,MAT-0086,E8984A,636611,CNY,2024-12-31,0.083875
2024-12-31,CHINA-WAREHOUSE,MAT-0322,E9831A,10247,CNY,2024-12-31,0.00135
2024-12-31,CHINA-WAREHOUSE,MAT-0322,E2845A,8539,CNY,2024-12-31,0.001125
2024-12-31,CHINA-WAREHOUSE,MAT-0148,M5555C,4735,CNY,2024-12-31,0.001175
2024-12-31,CHINA-WAREHOUSE,MAT-0148,M4427A,2317,CNY,2024-12-31,0.000575
2024-12-31,CHINA-WAREHOUSE,MAT-0148,M6564A,16624,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0148,M5463B,77175,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0384,R6543A,9739,CNY,2024-12-31,0.001325
2024-12-31,CHINA-WAREHOUSE,MAT-0384,R2230A,160414,CNY,2024-12-31,0.021825
2024-12-31,CHINA-WAREHOUSE,MAT-0384,R5636A,363458,CNY,2024-12-31,0.04945
2024-12-31,CHINA-WAREHOUSE,MAT-0384,S5377A,5696,CNY,2024-12-31,0.000775
2024-12-31,CHINA-WAREHOUSE,MAT-0384,S1021A,363825,CNY,2024-12-31,0.0495
2024-12-31,CHINA-WAREHOUSE,MAT-0378,M9260C,1750,CNY,2024-12-31,0.000625
2024-12-31,CHINA-WAREHOUSE,MAT-0378,M9359A,38500,CNY,2024-12-31,0.01375
2024-12-31,CHINA-WAREHOUSE,MAT-0378,M6801A,176750,CNY,2024-12-31,0.063125
2024-12-31,CHINA-WAREHOUSE,MAT-0378,M5615B,184660,CNY,2024-12-31,0.06595
2024-12-31,CHINA-WAREHOUSE,MAT-0378,M3880A,61600,CNY,2024-12-31,0.022
2024-12-31,CHINA-WAREHOUSE,MAT-0378,M1877B,7700,CNY,2024-12-31,0.00275
2024-12-31,CHINA-WAREHOUSE,MAT-0149,N9204A,4138,CNY,2024-12-31,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0002,N2666A,32827,CNY,2024-12-31,0.004325
2024-12-31,CHINA-WAREHOUSE,MAT-0267,N4255A,2087,CNY,2024-12-31,0.000275
2024-12-31,CHINA-WAREHOUSE,MAT-0267,N2665A,20873,CNY,2024-12-31,0.00275
2024-12-31,CHINA-WAREHOUSE,MAT-0267,N1733A,10436,CNY,2024-12-31,0.001375
2024-12-31,CHINA-WAREHOUSE,MAT-0267,N4454A,128081,CNY,2024-12-31,0.016875
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M1915A,9677,CNY,2024-12-31,0.000775
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M5698A,293164,CNY,2024-12-31,0.000125
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M5459A,29981,CNY,2024-12-31,0.00395
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M6858A,10436,CNY,2024-12-31,0.001375
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M5381A,1763726,CNY,2024-12-31,0.232375
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M6612A,114799,CNY,2024-12-31,0.015125
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M5381A,281779,CNY,2024-12-31,0.037125
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M6612A,281779,CNY,2024-12-31,0.037125
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M4292A,2066378,CNY,2024-12-31,0.27225
2024-12-31,CHINA-WAREHOUSE,MAT-0156,M2868A,19544,CNY,2024-12-31,0.002575
2024-12-31,CHINA-WAREHOUSE,MAT-0156,M9522A,37760,CNY,2024-12-31,0.004975
2024-12-31,CHINA-WAREHOUSE,MAT-0156,M3553A,1417433,CNY,2024-12-31,0.18675
2024-12-31,CHINA-WAREHOUSE,MAT-0156,M5672A,322955,CNY,2024-12-31,0.0178
2024-12-31,CHINA-WAREHOUSE,MAT-0156,M9845A,40607,CNY,2024-12-31,0.00535
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M1992A,1818,CNY,2024-12-31,0.0006
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M2416A,37496,CNY,2024-12-31,0.012375
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M8439A,36966,CNY,2024-12-31,0.0122
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M8744A,299819,CNY,2024-12-31,0.09895
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M7417A,149985,CNY,2024-12-31,0.0495
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M8567A,149985,CNY,2024-12-31,0.0495
2024-12-31,CHINA-WAREHOUSE,MAT-0399,N8773A,74993,CNY,2024-12-31,0.02475
2024-12-31,CHINA-WAREHOUSE,MAT-0399,N2574A,149985,CNY,2024-12-31,0.0495
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M7417A,224978,CNY,2024-12-31,0.07425
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M8567A,74993,CNY,2024-12-31,0.02475
2024-12-31,CHINA-WAREHOUSE,MAT-0399,N2574A,224978,CNY,2024-12-31,0.07425
2024-12-31,CHINA-WAREHOUSE,MAT-0399,N7458A,149985,CNY,2024-12-31,0.0495
2024-12-31,CHINA-WAREHOUSE,MAT-0399,N8174A,74993,CNY,2024-12-31,0.02475
2024-12-31,CHINA-WAREHOUSE,MAT-0399,N9429A,74993,CNY,2024-12-31,0.02475
2024-12-31,CHINA-WAREHOUSE,MAT-0399,N1052A,74993,CNY,2024-12-31,0.02475
2024-12-31,CHINA-WAREHOUSE,MAT-0092,M5108A,39270,CNY,2024-12-31,0.01925
2024-12-31,CHINA-WAREHOUSE,MAT-0092,N5117A,1989,CNY,2024-12-31,0.000975
